id,name,age,country,position,club,clubLeague,inTop5League,internationalCaps,internationalGoals,internationalAssists,clubGoalsThisSeason,clubAssistsThisSeason,clubAppsThisSeason,isStarter,jerseyNumber,formLast5_mean
TÜR_23_220,Altay Bayındır,30,Turquia,GK,Manchester United F.C.,Premier League,True,39,0,3,1,4,31,False,12,0.8
TÜR_1_221,Mert Günok,37,Turquia,GK,Fenerbahçe S.K.,Other,False,37,0,2,0,4,29,True,1,0.4
TÜR_12_846,Uğurcan Çakır,28,Turquia,GK,Galatasaray S.K.,Other,False,12,0,0,5,3,9,False,23,0.6
TÜR_3_44,Merih Demiral,28,Turquia,CB,Al-Ahli Saudi FC,Other,False,63,6,5,6,3,50,True,3,1.4
TÜR_2_439,Zeki Çelik,29,Turquia,RB,AS Roma,Serie A,True,61,3,4,3,1,48,True,2,1.0
TÜR_4_302,Çağlar Söyüncü,30,Turquia,CB,Fenerbahçe S.K.,Other,False,60,2,4,2,0,48,True,4,0.4
TÜR_18_474,Mert Müldür,27,Turquia,RB/CB,Fenerbahçe S.K.,Other,False,45,3,3,3,4,36,False,18,0.6
TÜR_20_392,Samet Akaydın,27,Turquia,CB,Çaykur Rizespor,Other,False,30,2,2,2,3,24,False,25,1.2
TÜR_15_52,Ozan Kabak,26,Turquia,CB,TSG 1899 Hoffenheim,Bundesliga,True,30,2,2,2,2,24,False,15,1.6
TÜR_14_475,Abdülkerim Bardakcı,32,Turquia,CB,Galatasaray S.K.,Other,False,27,2,2,2,2,21,False,14,2.0
TÜR_13_157,Eren Elmalı,26,Turquia,LB,Galatasaray S.K.,Other,False,23,0,1,4,2,18,False,13,0.8
TÜR_25_984,Ferdi Kadıoğlu,32,Turquia,LB,Brighton & Hove Albion F.C.,Premier League,True,19,1,1,1,0,15,True,20,1.6
TÜR_1_803,Hakan Çalhanoğlu,27,Turquia,CM,Inter Milan,Serie A,True,20,0,1,0,0,16,True,10,1.8
TÜR_22_793,Kaan Ayhan,32,Turquia,DM/CM,Galatasaray S.K.,Other,False,73,5,5,5,0,58,False,22,1.6
TÜR_6_387,Orkun Kökçü,26,Turquia,CM,S.L. Benfica,Other,False,50,4,4,4,0,40,False,6,1.0
TÜR_16_938,İsmail Yüksek,27,Turquia,DM/CM,Fenerbahçe S.K.,Other,False,32,1,2,1,1,25,False,16,1.0
TÜR_5_108,Salih Özcan,28,Turquia,CM,Borussia Dortmund,Bundesliga,True,30,1,2,1,1,24,True,5,0.6
TÜR_7_973,Kerem Aktürkoğlu,28,Turquia,LW,Fenerbahçe S.K.,Other,False,52,15,4,15,1,41,True,7,1.0
TÜR_17_459,İrfan Can Kahveci,31,Turquia,RW/ST,Kasımpaşa S.K.,Other,False,47,6,3,6,2,37,False,17,1.0
TUR_9_Gul,Deniz Gül,30,Turquia,ST,West Bromwich Albion F.C.,Other,False,21,0,1,7,1,16,False,9,0.8
TUR_8_Guler,Arda Güler,21,Turquia,AM,Real Madrid CF,La Liga,True,30,6,2,6,0,24,True,8,0.8
TÜR_11_277,Kenan Yıldız,21,Turquia,ST,Juventus FC,Serie A,True,28,5,2,5,1,22,True,11,0.6
TÜR_19_304,Yunus Akgün,26,Turquia,RW/LW,Galatasaray S.K.,Other,False,19,4,1,4,1,15,False,19,1.4
TÜR_24_575,Barış Alper Yılmaz,26,Turquia,RW,Galatasaray S.K.,Other,False,11,0,0,3,0,8,True,21,1.2
TÜR_9_142,Oğuz Aydın,22,Turquia,RW/ST,Fenerbahçe S.K.,Other,False,8,2,0,2,2,6,False,24,1.2
TÜR_26_694,Can Uzun,21,Turquia,AM/LW,Eintracht Frankfurt,Bundesliga,True,6,1,0,1,1,4,False,26,1.4
ARG_15_446,Emiliano Martínez,27,Argentina,GK,Aston Villa,Premier League,True,10,0,0,2,2,8,True,23,1.2
ARG_12_613,Gerónimo Rulli,34,Argentina,GK,Olympique de Marseille,Ligue 1,True,8,0,0,5,4,6,False,12,1.4
ARG_1_295,Juan Musso,32,Argentina,GK,Atlético Madrid,Other,False,4,0,0,5,0,3,False,1,0.4
ARG_4_410,Gonzalo Montiel,29,Argentina,RB,River Plate,Other,False,39,2,3,2,4,31,False,4,1.0
ARG_26_99,Nahuel Molina,28,Argentina,RB,Atlético Madrid,Other,False,58,1,4,1,4,46,True,26,0.4
ARG_6_717,Lisandro Martínez,28,Argentina,CB,Manchester United,Premier League,True,28,1,2,1,4,22,True,6,1.0
ARG_19_674,Nicolás Otamendi,38,Argentina,CB,S.L. Benfica,Other,False,132,8,10,8,3,105,False,19,0.2
ARG_2_489,Leonardo Balerdi,27,Argentina,CB,Olympique de Marseille,Ligue 1,True,11,0,0,6,4,8,False,2,0.8
ARG_13_403,Cristian Romero,28,Argentina,CB,Tottenham Hotspur,Premier League,True,51,3,4,3,3,40,True,13,0.8
ARG_25_518,Facundo Medina,27,Argentina,CB,RC Lens,Ligue 1,True,9,0,0,3,2,7,False,25,1.0
ARG_3_156,Nicolás Tagliafico,34,Argentina,LB,Olympique Lyonnais,Ligue 1,True,76,1,6,1,0,60,True,3,1.4
ARG_5_8,Leandro Paredes,32,Argentina,DM,Boca Juniors,Other,False,77,5,6,5,2,61,False,5,1.0
ARG_7_457,Rodrigo De Paul,32,Argentina,CM,Atlético Madrid,Other,False,87,2,6,2,2,69,True,7,0.6
ARG_14_269,Exequiel Palacios,28,Argentina,CM,Bayer Leverkusen,Bundesliga,True,40,0,3,6,1,32,False,14,1.4
ARG_24_64,Enzo Fernández,25,Argentina,CM,Chelsea,Premier League,True,42,6,3,6,2,33,True,24,1.4
ARG_20_456,Alexis Mac Allister,28,Argentina,CM,Liverpool,Premier League,True,46,6,3,6,3,36,True,20,1.0
ARG_11_182,Giovani Lo Celso,30,Argentina,AM,Real Betis,La Liga,True,67,4,5,4,4,53,False,11,0.4
ARG_8_80,Valentín Barco,22,Argentina,LM,RC Strasbourg,Ligue 1,True,4,2,0,2,2,3,False,8,0.6
ARG_10_252,Lionel Messi,39,Argentina,RW,Inter Miami,Other,False,199,117,15,117,3,159,True,10,0.4
ARG_18_135,Nico Paz,22,Argentina,AM,Como 1907,Other,False,9,1,0,1,3,7,False,18,1.4
ARG_16_235,Thiago Almada,25,Argentina,AM,Atlético Madrid,Other,False,16,5,1,5,4,12,False,16,0.8
ARG_1_8,Nicolás González,23,Argentina,LM,Juventus,Serie A,True,7,0,0,0,1,5,False,15,1.6
ARG_17_481,Giuliano Simeone,24,Argentina,RW,Atlético Madrid,Other,False,13,2,1,2,1,10,False,17,0.8
ARG_22_763,Lautaro Martínez,29,Argentina,ST,Inter Milan,Serie A,True,77,37,6,37,2,61,True,22,0.2
ARG_21_453,José Manuel López,26,Argentina,LM,SE Palmeiras,Other,False,5,0,0,4,3,4,False,21,0.8
ARG_9_597,Julián Álvarez,26,Argentina,LW,Atlético Madrid,Other,False,51,14,4,14,1,40,True,9,0.6
BRA_1_871,Alisson Becker,34,Brasil,GK,Liverpool,Premier League,True,78,0,6,5,1,62,True,1,0.6
BRA_23_856,Ederson Moraes,33,Brasil,GK,Fenerbahçe,Other,False,32,0,2,1,3,25,False,23,1.4
BRA_12_747,Weverton,39,Brasil,GK,Grêmio,Other,False,11,0,0,4,0,8,False,12,0.6
BRA_6_326,Alex Sandro,35,Brasil,LB,Flamengo,Other,False,45,2,3,2,4,36,True,6,1.4
BRA_14_665,Gleison Bremer,29,Brasil,CB,Juventus,Serie A,True,8,1,0,1,3,6,False,14,1.2
BRA_13_337,Danilo,35,Brasil,RB,Flamengo,Other,False,70,1,5,1,2,56,True,13,1.4
BRA_16_899,Douglas Santos,32,Brasil,LB,Zenit St. Petersburg,Other,False,7,0,0,5,1,5,False,16,1.2
BRA_3_69,Gabriel Magalhães,29,Brasil,CB,Arsenal,Premier League,True,17,1,1,1,1,13,True,3,0.8
BRA_15_492,Léo Pereira,30,Brasil,CB,Flamengo,Other,False,4,0,0,4,2,3,False,15,0.8
BRA_4_196,Marquinhos,32,Brasil,CB,Paris Saint-Germain,Ligue 1,True,105,7,8,7,0,84,True,4,0.8
BRA_24_282,Roger Ibañez,28,Brasil,CB,Al-Ahli,Other,False,7,0,0,7,3,5,False,24,0.6
BRA_1_958,Éderson,29,Brasil,CM,Atalanta,Serie A,True,16,0,1,2,3,12,False,2,1.4
BRA_8_551,Bruno Guimarães,29,Brasil,CM,Newcastle United,Premier League,True,43,3,3,3,0,34,True,8,1.6
BRA_5_412,Casemiro,34,Brasil,DM,Manchester United,Premier League,True,86,9,6,9,1,68,True,5,0.6
BRA_18_729,Danilo Santos,25,Brasil,CM,Botafogo,Other,False,4,2,0,2,2,3,False,18,0.6
BRA_17_152,Fabinho,33,Brasil,DM,Al-Ittihad,Other,False,33,0,2,5,2,26,False,17,1.4
BRA_20_280,Lucas Paquetá,29,Brasil,CM,Flamengo,Other,False,63,13,5,13,2,50,True,20,1.6
BRA_19_811,Endrick,20,Brasil,RW,,Other,False,17,4,1,4,4,13,False,19,0.4
BRA_22_240,Gabriel Martinelli,25,Brasil,LW,Arsenal,Premier League,True,23,4,1,4,2,18,False,22,1.0
BRA_25_367,Igor Thiago,25,Brasil,ST,Brentford,Premier League,True,4,2,0,2,4,3,False,25,1.0
BRA_21_711,Luiz Henrique,25,Brasil,RW,Zenit St. Petersburg,Other,False,15,2,1,2,4,12,False,21,1.2
BRA_9_910,Matheus Cunha,27,Brasil,ST,Manchester United,Premier League,True,23,1,1,1,2,18,True,9,1.2
BRA_2_938,Neymar Jr.,23,Brasil,AM,Santos FC,Other,False,6,0,0,5,2,4,False,10,0.6
BRA_11_39,Raphinha,30,Brasil,RW,Barcelona,La Liga,True,39,11,3,11,2,31,True,11,1.2
BRA_26_228,Rayan,20,Brasil,RW,Bournemouth,Premier League,True,2,1,0,1,4,1,False,26,0.8
BRA_7_968,Vinícius Júnior,26,Brasil,LW,Real Madrid,La Liga,True,49,9,3,9,4,39,True,7,1.0
COL_1_645,David Ospina,38,Colombia,GK,,Other,False,130,0,10,1,3,104,False,1,0.8
COL_24_669,Álvaro Montero,31,Colombia,GK,,Other,False,12,0,0,4,4,9,False,24,0.4
COL_12_201,Camilo Vargas,37,Colombia,GK,,Other,False,42,0,3,5,3,33,True,12,0.6
COL_2_162,Daniel Muñoz,30,Colombia,RB,,Other,False,46,3,3,3,0,36,True,2,0.6
COL_3_155,Jhon Lucumí,28,Colombia,CB,,Other,False,37,1,2,1,4,29,True,3,1.2
COL_4_22,Santiago Arias,34,Colombia,RB,,Other,False,68,0,5,7,2,54,False,4,1.2
COL_23_526,Davinson Sánchez,30,Colombia,CB,,Other,False,79,4,6,4,4,63,True,23,1.2
COL_17_535,Johan Mojica,34,Colombia,LB,,Other,False,45,1,3,1,4,36,True,17,1.0
COL_13_526,Yerry Mina,32,Colombia,CB,,Other,False,54,8,4,8,1,43,False,13,1.0
COL_18_666,Willer Ditta,28,Colombia,CB,,Other,False,5,0,0,0,2,4,False,18,1.8
COL_22_937,Deiver Machado,33,Colombia,LB,,Other,False,15,0,1,0,3,12,False,22,1.2
COL_8_650,Jorge Carrascal,28,Colombia,AM,,Other,False,25,2,2,2,1,20,False,8,0.4
COL_5_335,Kevin Castaño,26,Colombia,CM,,Other,False,25,0,2,6,2,20,False,5,0.8
COL_14_942,Gustavo Puerta,23,Colombia,CB,,Other,False,6,1,0,1,4,4,False,14,1.2
COL_1_24,Juan Fernando Quintero,26,Colombia,AM,,Other,False,16,0,1,7,4,12,False,20,1.6
COL_15_387,Juan Portilla,28,Colombia,CM,,Other,False,10,0,0,2,3,8,False,15,1.4
COL_16_180,Jefferson Lerma,32,Colombia,CM,,Other,False,65,5,5,5,4,52,True,16,1.0
COL_6_288,Richard Ríos,26,Colombia,CM,,Other,False,32,2,2,2,4,25,True,6,0.2
COL_11_153,Jhon Arias,29,Colombia,RW,,Other,False,38,6,3,6,1,30,True,11,1.4
COL_10_537,James Rodríguez,35,Colombia,AM,,Other,False,126,31,10,31,1,100,True,10,0.4
COL_21_453,Jaminton Campaz,26,Colombia,AM,,Other,False,10,1,0,1,2,8,False,21,0.8
COL_7_215,Luis Díaz,29,Colombia,LW,,Other,False,74,22,5,22,3,59,True,7,1.2
COL_9_854,Jhon Córdoba,33,Colombia,ST,,Other,False,21,6,1,6,1,16,True,9,1.2
COL_25_982,Luis Suárez,29,Colombia,ST,,Other,False,12,5,0,5,4,9,False,25,0.2
COL_26_428,Andrés Gómez,24,Colombia,AM,,Other,False,8,2,0,2,1,6,False,26,1.0
COL_19_514,Cucho Hernández,27,Colombia,ST,,Other,False,9,2,0,2,0,7,False,19,0.8
ECU_1_60,Hernán Galíndez,39,Ecuador,GK,,Other,False,35,0,2,4,1,28,True,1,1.4
ECU_12_166,Moisés Ramírez,26,Ecuador,GK,,Other,False,7,0,0,6,4,5,False,12,1.2
ECU_22_648,Gonzalo Valle,30,Ecuador,GK,,Other,False,4,0,0,7,0,3,False,22,0.8
ECU_6_621,Willian Pacho,25,Ecuador,CB,,Other,False,34,2,2,2,2,27,True,6,1.0
ECU_3_805,Piero Hincapié,24,Ecuador,LB,,Other,False,52,2,4,2,2,41,True,3,0.4
ECU_4_110,Joel Ordóñez,22,Ecuador,CB,,Other,False,17,0,1,5,1,13,False,4,1.2
ECU_2_155,Félix Torres,29,Ecuador,CB,,Other,False,49,5,3,5,3,39,True,2,0.6
ECU_7_716,Pervis Estupiñán,28,Ecuador,LW,,Other,False,54,5,4,5,3,43,True,7,1.0
ECU_26_843,Yaimar Medina,22,Ecuador,LB,,Other,False,6,0,0,0,2,4,False,26,0.4
ECU_17_624,Ángelo Preciado,28,Ecuador,RB,,Other,False,56,0,4,6,1,44,True,17,0.4
ECU_25_302,Jackson Porozo,26,Ecuador,CB,,Other,False,9,1,0,1,0,7,False,25,0.4
ECU_14_673,Alan Minda,23,Ecuador,RW,,Other,False,20,2,1,2,2,16,True,14,1.2
ECU_23_755,Moisés Caicedo,25,Ecuador,CM,,Other,False,61,3,4,3,0,48,True,23,0.8
ECU_5_522,Jordy Alcívar,27,Ecuador,DM,,Other,False,11,1,0,1,3,8,False,5,1.2
ECU_18_868,Denil Castillo,22,Ecuador,CM,,Other,False,5,0,0,1,1,4,False,18,1.0
ECU_9_129,John Yeboah,26,Ecuador,ST,,Other,False,22,3,1,3,0,17,False,9,0.6
ECU_21_375,Alan Franco,28,Ecuador,CM,,Other,False,58,1,4,1,4,46,True,21,1.8
ECU_15_485,Pedro Vite,24,Ecuador,AM,,Other,False,17,1,1,1,2,13,False,15,1.4
ECU_10_469,Kendry Páez,19,Ecuador,AM,,Other,False,26,2,2,2,0,20,True,10,0.6
ECU_20_499,Nilson Angulo,23,Ecuador,LW,,Other,False,14,2,1,2,1,11,False,20,0.6
ECU_19_685,Gonzalo Plata,26,Ecuador,AM,,Other,False,50,8,4,8,2,40,False,19,1.0
ECU_11_250,Kevin Rodríguez,26,Ecuador,ST,,Other,False,31,2,2,2,2,24,False,11,1.2
ECU_8_97,Anthony Valencia,23,Ecuador,RW,,Other,False,3,1,0,1,2,2,False,8,1.2
ECU_13_18,Enner Valencia,37,Ecuador,ST,,Other,False,105,49,8,49,2,84,True,13,0.6
ECU_16_363,Jordy Caicedo,29,Ecuador,ST,,Other,False,20,4,1,4,1,16,False,16,0.6
ECU_24_99,Jeremy Arévalo,21,Ecuador,ST,,Other,False,4,0,0,4,4,3,False,24,0.8
PAR_1_113,Gatito Fernández,28,Paraguay,GK,,Other,False,7,0,0,2,2,5,True,1,1.2
PAR_12_168,Orlando Gill,26,Paraguay,GK,,Other,False,6,0,0,4,1,4,False,12,1.6
PAR_22_6,Gastón Olveira,33,Paraguay,GK,,Other,False,1,0,0,2,0,30,False,22,1.6
PAR_15_99,Gustavo Gómez,33,Paraguay,CB,,Other,False,89,4,7,4,4,71,True,15,0.8
PAR_6_9,Júnior Alonso,33,Paraguay,LB,,Other,False,71,3,5,3,3,56,True,6,1.6
PAR_5_884,Fabián Balbuena,35,Paraguay,CB,,Other,False,47,2,3,2,0,37,False,5,1.2
PAR_3_136,Omar Alderete,30,Paraguay,CB,,Other,False,36,3,2,3,3,28,True,3,1.0
PAR_2_720,Juan José Cáceres,30,Paraguay,RB,,Other,False,18,0,1,0,0,14,True,4,1.2
PAR_13_863,José Canale,30,Paraguay,CB,,Other,False,2,0,0,3,2,1,False,13,1.0
PAR_26_677,Alexandro Maidana,21,Paraguay,LB,,Other,False,2,1,0,1,1,1,False,26,0.8
PAR_2_237,Gustavo Velázquez,35,Paraguay,CB,,Other,False,13,1,1,1,1,10,False,2,0.2
PAR_10_435,Miguel Almirón,32,Paraguay,RW,,Other,False,76,10,6,10,1,60,True,10,1.8
PAR_3_866,Kaku,27,Paraguay,AM,Alejandro Romero,Other,False,10,0,0,7,4,8,False,17,0.6
PAR_14_626,Andrés Cubas,30,Paraguay,DM,,Other,False,33,0,2,7,2,26,True,14,0.6
PAR_7_41,Ramón Sosa,27,Paraguay,LW,,Other,False,29,1,2,1,0,23,True,7,1.2
PAR_8_577,Diego Gómez,23,Paraguay,CM,,Other,False,24,3,1,3,0,19,True,8,1.6
PAR_16_966,Damián Bobadilla,25,Paraguay,CM,,Other,False,19,1,1,1,2,15,False,16,1.4
PAR_20_637,Braian Ojeda,26,Paraguay,DM,,Other,False,17,0,1,7,4,13,False,20,1.0
PAR_23_434,Matías Galarza,24,Paraguay,CM,,Other,False,15,3,1,3,3,12,False,23,0.6
PAR_11_244,Maurício Magalhães,25,Paraguay,AM,,Other,False,3,0,0,3,0,2,False,11,0.8
PAR_9_501,Antonio Sanabria,30,Paraguay,ST,,Other,False,48,7,3,7,2,38,True,9,0.6
PAR_19_945,Julio Enciso,22,Paraguay,AM,,Other,False,32,4,2,4,1,25,True,19,1.2
PAR_21_125,Gabriel Ávalos,35,Paraguay,ST,,Other,False,23,2,1,2,1,18,False,21,1.0
PAR_18_474,Álex Arce,31,Paraguay,ST,,Other,False,15,1,1,1,1,12,False,18,1.0
PAR_25_184,Isidro Pitta,27,Paraguay,ST,,Other,False,5,0,0,5,3,4,False,25,1.0
PAR_24_203,Gustavo Caballero,25,Paraguay,LW,,Other,False,2,1,0,1,3,1,False,24,0.8
URU_23_83,Fernando Muslera,40,Uruguay,GK,Club Estudiantes de La Plata,Other,False,134,0,10,1,1,107,False,12,0.4
URU_1_18,Sergio Rochet,33,Uruguay,GK,Sport Club Internacional,Other,False,35,0,2,0,0,28,True,1,1.6
URU_12_901,Santiago Mele,29,Uruguay,GK,C.F. Monterrey,Other,False,8,0,0,7,0,6,False,23,0.2
URU_4_115,Ronald Araújo,27,Uruguay,CB,FC Barcelona,La Liga,True,27,1,2,1,1,21,True,4,0.8
URU_2_412,José María Giménez,31,Uruguay,CB,Atlético Madrid,Other,False,99,9,7,9,3,79,True,2,1.4
URU_24_951,Santiago Bueno,28,Uruguay,ST/LW,Wolverhampton Wanderers F.C.,Other,False,8,0,0,7,0,6,False,16,0.8
URU_3_337,Sebastián Cáceres,27,Uruguay,CB,Club América,Other,False,23,0,1,7,3,18,False,3,0.8
URU_16_254,Mathías Olivera,29,Uruguay,CB/LB,SSC Napoli,Serie A,True,35,2,2,2,3,28,False,6,1.4
URU_13_46,Guillermo Varela,33,Uruguay,CB,CR Flamengo,Other,False,27,0,2,4,4,21,False,13,1.6
URU_17_833,Matías Viña,29,Uruguay,LB,CR Flamengo,Other,False,43,1,3,1,3,34,True,17,0.2
URU_22_759,Joaquín Piquerez,28,Uruguay,RB/RWB,SE Palmeiras,Other,False,19,0,1,1,3,15,False,22,1.2
URU_26_Zalazar,Rodrigo Zalazar,26,Uruguay,CM/DM,FC Dynamo Moscow,Other,False,5,1,0,1,1,4,False,24,1.2
URU_8_486,Federico Valverde,28,Uruguay,CM,Real Madrid CF,La Liga,True,73,9,5,9,4,58,True,15,1.2
URU_6_988,Rodrigo Bentancur,29,Uruguay,LB,Tottenham Hotspur F.C.,Premier League,True,73,3,5,3,3,58,False,6,0.6
URU_5_977,Manuel Ugarte,25,Uruguay,DM,Manchester United F.C.,Premier League,True,35,1,2,1,1,28,True,5,1.0
URU_15_661,Emiliano Martínez,27,Uruguay,CM/AM,SE Palmeiras,Other,False,10,0,0,3,0,8,False,21,1.4
URU_8_Nandez,Nahitan Nández,27,Uruguay,RB,Al-Qadsiah FC,Other,False,7,2,0,2,4,5,True,8,0.8
URU_10_715,Giorgian de Arrascaeta,32,Uruguay,AM/LW,CR Flamengo,Other,False,59,13,4,13,0,47,False,10,1.2
URU_7_212,Nicolás de la Cruz,29,Uruguay,CM,CR Flamengo,Other,False,34,5,2,5,4,27,True,7,0.8
URU_21_Vinas,Federico Viñas,28,Uruguay,ST,Galatasaray S.K.,Other,False,14,1,1,1,1,11,False,14,1.0
URU_1_315,Maximiliano Araújo,25,Uruguay,LW,Sporting CP,Other,False,12,0,0,0,1,9,True,20,1.4
URU_18_958,Brian Rodríguez,26,Uruguay,DM/CM,Club América,Other,False,33,4,2,4,3,26,False,9,1.0
URU_11_76,Facundo Pellistri,25,Uruguay,RW,Panathinaikos F.C.,Other,False,39,2,3,2,2,31,True,11,0.8
URU_9_562,Darwin Núñez,27,Uruguay,ST,Al-Hilal SFC,Other,False,38,13,3,13,4,30,True,19,1.0
URU_14_Canobbio,Agustín Canobbio,28,Uruguay,ST/RW,Orlando City SC,Other,False,11,2,0,2,1,8,False,18,0.8
URU_25_Sanabria,Juan Manuel Sanabria,32,Uruguay,LB/LWB,EC Bahia,Other,False,10,3,0,3,2,8,False,25,0.8
AUS_1_249,Maty Ryan,34,Australia,GK,Levante,Other,False,104,0,8,0,0,83,True,1,0.8
AUS_12_63,Paul Izzo,31,Australia,GK,Randers FC,Other,False,4,0,0,5,1,3,False,12,1.0
AUS_18_651,Patrick Beach,23,Australia,GK,Melbourne City,Other,False,2,0,0,4,4,1,False,18,1.0
AUS_5_907,Jordania Bos,24,Australia,LWB,Feyenoord,Other,False,27,4,2,4,1,21,True,5,1.0
AUS_16_927,Aziz Behich,36,Australia,LB,Melbourne City,Other,False,84,3,6,3,0,67,False,16,1.0
AUS_19_357,Harry Souttar,28,Australia,CB,Leicester City,Other,False,38,11,3,11,3,30,True,19,1.2
AUS_3_418,Alessandro Circati,23,Australia,RM,Parma,Other,False,13,1,1,1,2,10,False,3,1.4
AUS_25_23,Lucas Herrington,19,Australia,CB,Colorado Rapids,Other,False,4,0,0,4,3,3,False,25,0.8
AUS_21_115,Cameron Burgess,31,Australia,CB,Swansea City,Other,False,27,0,2,3,2,21,True,21,1.2
AUS_15_402,Kai Trewin,25,Australia,CB,New York City FC,Other,False,6,0,0,4,0,4,False,15,0.2
AUS_2_924,Milos Degenek,32,Australia,CB,APOEL FC,Other,False,57,1,4,1,3,45,False,2,1.6
AUS_6_196,Jason Geria,33,Australia,CB,Albirex Niigata,Other,False,14,0,1,0,3,11,True,6,1.2
AUS_4_503,Jacob Italiano,25,Australia,RWB,Grazer AK,Other,False,5,0,0,4,3,4,True,4,0.8
AUS_22_814,Jackson Irvine,33,Australia,CM,FC St. Pauli,Other,False,82,14,6,14,2,65,True,22,1.0
AUS_13_978,Aiden O'Neill,28,Australia,CM,New York City FC,Other,False,31,0,2,3,1,24,True,13,1.4
AUS_1_505,Paul Okon-Engstler,25,Australia,ST,Sydney FC,Other,False,15,0,1,3,3,12,False,24,1.4
AUS_14_415,Cameron Devlin,28,Australia,AM,Heart of Midlothian,Other,False,5,0,0,0,0,4,False,14,0.8
AUS_8_10,Connor Metcalfe,27,Australia,ST,FC St. Pauli,Other,False,36,1,2,1,2,28,False,8,0.8
AUS_7_176,Mathew Leckie,35,Australia,LB,Melbourne City,Other,False,81,14,6,14,3,64,False,7,0.6
AUS_23_441,Nishan Velupillay,25,Australia,LB,Melbourne Victory,Other,False,7,3,0,3,2,5,False,23,1.0
AUS_20_799,Cristian Volpato,23,Australia,ST,U.S. Sassuolo,Other,False,1,0,0,4,0,30,False,20,0.2
AUS_17_531,Nestory Irankunda,20,Australia,AM,Watford F.C.,Other,False,15,5,1,5,4,12,True,17,1.0
AUS_11_334,Awer Mabil,31,Australia,ST,CD Castellón,Other,False,38,10,3,10,3,30,False,11,1.6
AUS_10_533,Ajdin Hrustic,30,Australia,AM,Heracles Almelo,Other,False,37,3,2,3,4,29,True,10,1.0
AUS_9_926,Mohamed Toure,22,Australia,ST,Norwich City,Other,False,10,2,0,2,4,8,True,9,1.4
AUS_26_741,Tete Yengi,26,Australia,ST,FC Machida Zelvia,Other,False,1,1,0,1,2,28,False,26,0.2
IRA_1_393,Alireza Beiranvand,34,Iran,GK,,Other,False,87,0,6,0,1,69,True,1,1.0
IRA_22_783,Seyed Hossein Hosseini,34,Iran,GK,,Other,False,14,0,1,4,0,11,False,22,1.0
IRA_12_847,Payam Niazmand,31,Iran,GK,,Other,False,15,0,1,3,0,12,False,12,1.4
IRA_1_477,Danial Eiri,30,Iran,CB,,Other,False,8,0,0,5,3,6,False,25,1.2
IRA_2_651,Ehsan Hajsafi,27,Iran,LB,,Other,False,20,0,1,6,1,16,False,3,1.4
IRA_2_768,Saleh Hardani,28,Iran,RB,,Other,False,18,1,1,1,0,14,False,2,1.2
IRA_3_572,Hossein Kanaanizadegan,27,Iran,CB,,Other,False,19,0,1,0,0,15,True,13,1.0
IRA_4_972,Shojae Khalilzadeh,23,Iran,CB,,Other,False,9,0,0,3,1,7,True,4,1.0
IRA_5_96,Milad Mohammadi,33,Iran,LB,,Other,False,77,1,6,1,4,61,True,5,1.4
IRA_5_922,Ali Nemati,28,Iran,CB,,Other,False,13,0,1,0,3,10,False,19,1.2
IRA_23_128,Ramin Rezaeian,36,Iran,RB,,Other,False,74,8,5,8,0,59,True,23,1.4
IRA_6_61,Rouzbeh Cheshmi,28,Iran,CM,,Other,False,15,0,1,4,0,12,True,15,0.8
IRA_6_129,Saeid Ezatolahi,30,Iran,CM,,Other,False,84,2,6,2,1,67,True,6,1.0
IRA_7_758,Mehdi Ghayedi,29,Iran,LW,,Other,False,19,0,1,6,2,15,False,10,0.4
IRA_14_906,Saman Ghoddos,33,Iran,AM,,Other,False,68,3,5,3,1,54,True,14,1.0
IRA_21_883,Mohammad Ghorbani,25,Iran,RB,,Other,False,16,0,1,7,1,12,False,21,1.0
IRA_7_406,Alireza Jahanbakhsh,33,Iran,RW,,Other,False,99,17,7,17,4,79,True,7,0.8
IRA_8_679,Mohammad Mohebi,29,Iran,LW,FC Rostov,Other,False,11,0,0,5,2,8,True,8,0.6
IRA_9_746,Amirmohammad Razzaghinia,29,Iran,CM,,Other,False,22,0,1,2,1,17,False,26,1.0
IRA_16_458,Mehdi Torabi,32,Iran,CM,,Other,False,52,7,4,7,3,41,False,16,1.2
IRA_10_70,Aria Yousefi,29,Iran,LB,,Other,False,22,0,1,3,0,17,False,17,1.2
IRA_11_806,Ali Alipour,31,Iran,ST,,Other,False,14,1,1,1,4,11,False,11,1.0
IRA_24_236,Shahriyar Moghanlou,29,Iran,LB,,Other,False,16,0,1,1,4,12,False,20,0.6
IRA_18_551,Amirhossein Hosseinzadeh,26,Iran,AM,SS/Winger,Other,False,18,5,1,5,0,14,False,18,0.6
IRA_11_168,Dennis Eckert Ayensa,28,Iran,ST,,Other,False,8,0,0,2,0,6,False,24,1.0
IRA_9_812,Mehdi Taremi,34,Iran,ST,,Other,False,106,59,8,59,0,84,True,9,0.6
IRA_1_336,Fahad Talib,32,Iraq,GK,,Other,False,21,0,1,5,0,16,False,1,1.2
IRA_12_567,Jalal Hassan,35,Iraq,GK,,Other,False,104,0,8,7,1,83,True,12,0.8
IRA_22_371,Ahmed Basil,30,Iraq,GK,,Other,False,16,0,1,3,1,12,False,22,1.2
IRA_3_633,Hussein Ali,24,Iraq,RB,,Other,False,27,1,2,1,2,21,True,3,0.6
